,anger,disgust,fear,joy,neutral,sadness,surprise,contempt,index,sentence,number of sentences,positive,negative,confidence of lex,length,period,question mark,exclamation point,ellipses,label
2009,0,1,0,0,0,0,0,0,2010,Is that the confectioner with one hand holding the jalebi and the other hand in the nose?,0.1,0.0,0.0,1.0,0.12080536912751678,0.0,1.0,0.0,0.0,joy
2010,0,0,1,0,0,0,0,0,2011,"She was his wife Chandarani, she got her grass and the grass of the shore. Doesn't it look like one? One minute, you don't tie your eyes. tie him up and watch his war. soch. ek, do, three, chaar, chat ab khol dekh",0.6,0.0,1.0,1.0,0.37583892617449666,0.8,0.2,0.0,0.0,joy
2011,0,0,0,0,1,0,0,0,2012,isn't it?Chandarani?,0.1,0.0,0.0,1.0,0.026845637583892617,0.0,1.0,0.0,0.0,surprise
2012,0,0,0,0,1,0,0,0,2013,Chandrani?,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,1.0,0.0,0.0,neutral
2013,1,0,1,0,0,1,0,0,2014,Are you crazy?,0.1,0.0,1.0,0.3333333333333333,0.026845637583892617,0.0,1.0,0.0,0.0,anger
2014,0,0,0,0,1,0,0,0,2015,absolutely moonlight! same to same! Chandrani.,0.3,0.0,0.0,1.0,0.06040268456375839,0.3333333333333333,0.0,0.6666666666666666,0.0,joy
2015,0,0,0,0,1,0,0,0,2016,"calm down calm down. Look at the Jugalkishore, I have told you that it is meeting the moonlight but the rest of the shore is not.",0.2,1.0,0.0,1.0,0.19463087248322147,1.0,0.0,0.0,0.0,neutral
2016,0,0,0,0,1,0,0,0,2017,"here's the rest, it's exactly the same as it is",0.1,1.0,0.0,1.0,0.087248322147651,0.0,0.0,0.0,0.0,sadness
2017,0,0,0,0,1,0,0,0,2018,What is the meaning of seashore? Hi to hain!,0.2,0.0,0.0,1.0,0.0738255033557047,0.0,0.5,0.5,0.0,neutral
2018,0,0,0,0,1,0,0,0,2019,"ahh kaash, if you had made the pura chnadarani as it was! to na main tujhe uthake le jata!",0.2,1.0,0.0,1.0,0.1476510067114094,0.0,0.0,1.0,0.0,joy
2019,0,0,1,0,0,1,0,0,2020,He will come to kill your moon brother!,0.1,0.5,0.5,0.5,0.06040268456375839,0.0,0.0,1.0,0.0,contempt
2020,0,0,0,0,1,0,0,0,2021,oh ho .ye to main roz keheta hoon chandrani ko! But we are not husbands!,0.2,1.0,0.0,1.0,0.11409395973154363,0.0,0.0,1.0,0.0,neutral
2021,1,0,1,1,0,0,0,0,2022,are they married?,0.1,1.0,0.0,0.3333333333333333,0.026845637583892617,0.0,1.0,0.0,0.0,surprise
2022,0,1,0,0,0,0,0,0,2023,Those are the moonlight. They are married. And his equal is that boy. Monisha is my destiny!,0.4,0.0,1.0,1.0,0.14093959731543623,0.75,0.0,0.25,0.0,sadness
2023,0,0,1,0,0,1,0,0,2024,"You don't have to worry, we are going to feed you even better than Chnadarani.",0.1,0.0,1.0,0.5,0.12080536912751678,1.0,0.0,0.0,0.0,joy
2024,1,0,0,0,0,0,0,0,2025,"I really like Chandarani! And you are born Monisha, there are 7 people in total in the world. One has become our moon, two have become our jugs, the remaining five have remained, one of us will definitely have a face written in my kiss, Monisha! will definitely be written!",0.4,1.0,0.0,0.5,0.3959731543624161,0.25,0.0,0.75,0.0,neutral
2025,0,0,0,0,1,0,0,0,2026,"Oye Jugal tera jadi jadi pooncha laga. When Aunty Nayesha came into this house, she also felt that this house is also a home.",0.2,0.0,0.0,1.0,0.18120805369127516,1.0,0.0,0.0,0.0,joy
2026,0,0,0,1,0,0,0,0,2027,"monisha? Do you ever clean the house? Still like the shore? If my wife was like a beach, she would make the house shine!",0.4,1.0,0.0,1.0,0.19463087248322147,0.0,0.75,0.25,0.0,neutral
2027,0,0,0,1,0,0,0,0,2028,"I am very happy, I am very happy, my dear father. If your luck is good then you will definitely get a duplicate of Tenu Ko Sahil and Chandrani.",0.2,1.0,0.0,0.6666666666666666,0.2214765100671141,1.0,0.0,0.0,0.0,joy
2028,0,0,0,0,1,0,0,0,2029,excuse me! Memsaab is in the house?,0.2,0.0,1.0,1.0,0.06040268456375839,0.0,0.5,0.5,0.0,neutral
2029,0,0,0,0,1,0,0,0,2030,who are you?,0.1,0.0,0.0,1.0,0.026845637583892617,0.0,1.0,0.0,0.0,neutral
2030,0,0,0,0,1,0,0,0,2031,monisha?,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,1.0,0.0,0.0,joy
2031,0,0,0,0,1,0,0,0,2032,naisha massi!,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,1.0,0.0,joy
2032,0,0,0,0,1,0,0,0,2033,Chandrani!,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,1.0,0.0,joy
2033,0,0,0,0,1,0,0,0,2034,monisha!,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,1.0,0.0,joy
2034,0,0,0,1,0,0,0,0,2035,ha ha ab my baari moonlightani. Come and give me a hug.,0.2,1.0,0.0,1.0,0.09395973154362416,1.0,0.0,0.0,0.0,joy
2035,0,0,0,0,0,1,0,0,2036,excuse me! I beg your pardon!,0.2,0.3333333333333333,0.6666666666666666,1.0,0.053691275167785234,0.0,0.0,1.0,0.0,neutral
2036,0,0,0,1,0,0,0,0,2037,oye pardon nahi happi! monisha this mi gayi mujhe! i will love you! will you love me?,0.4,1.0,0.0,1.0,0.14093959731543623,0.0,0.25,0.75,0.0,joy
2037,0,0,0,0,1,0,0,0,2038,oh wow,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,0.0,0.0,joy
2038,0,0,0,0,1,0,0,0,2039,how are you?,0.1,0.0,0.0,1.0,0.026845637583892617,0.0,1.0,0.0,0.0,joy
2039,0,0,0,1,0,0,0,0,2040,extremely good! what are you talking about mom? Why are you looking at the stars?,0.3,1.0,0.0,0.6666666666666666,0.12080536912751678,0.0,0.6666666666666666,0.3333333333333333,0.0,joy
2040,0,0,0,0,1,0,0,0,2041,"I am looking at you. How handsome, sophisticated, cultured is my son?",0.2,0.0,0.0,1.0,0.10738255033557047,0.5,0.5,0.0,0.0,joy
2041,0,0,0,0,1,0,0,0,2042,Who would think after looking at you that you are Monisha's husband?,0.1,0.0,0.0,1.0,0.09395973154362416,0.0,1.0,0.0,0.0,contempt
2042,1,1,1,0,0,1,0,0,2043,"No no, I am not speaking ill of Monisha. monisha is a perfectly nice average girl. In fact I have come to the house without anyone's slippers, to which I have also said that hello beta, how are you but otherwise you know I'm",0.3,0.0,1.0,0.25,0.3422818791946309,1.0,0.0,0.0,0.0,contempt
2043,0,0,0,0,1,0,0,0,2044,okay okay okay I'm sorry. let me get you some juice,0.2,0.0,0.0,1.0,0.087248322147651,1.0,0.0,0.0,0.0,neutral
2044,0,0,0,0,1,0,0,0,2045,"Mom told me something. If the genius who came out of the lamp meets you somewhere and gives you a teen wish, which wish would you ask for?",0.2,1.0,0.0,1.0,0.2080536912751678,0.5,0.5,0.0,0.0,neutral
2045,0,0,1,0,0,0,0,0,2046,"Before seeing you, I wish that you will please, all the strangers of the world will disappear, Mr. Genie.",0.1,0.0,1.0,1.0,0.15436241610738255,1.0,0.0,0.0,0.0,neutral
2046,0,0,0,0,1,0,0,0,2047,"Mr. Genie, why do you say such things?",0.1,0.0,0.0,1.0,0.06711409395973154,0.0,1.0,0.0,0.0,joy
2047,0,0,1,0,0,0,0,0,2048,"To main kahungi, make Monisha disappear, make poverty disappear in main dekh longi.",0.1,0.6666666666666666,0.3333333333333333,0.5,0.10738255033557047,1.0,0.0,0.0,0.0,neutral
2048,0,0,0,0,1,0,0,0,2049,"Mom, what is your second and third wish?",0.1,0.0,0.0,1.0,0.06711409395973154,0.0,1.0,0.0,0.0,neutral
2049,0,0,0,0,1,0,0,0,2050,"one second,",0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,0.0,0.0,neutral
2050,0,0,0,0,1,0,0,0,2051,"momma,",0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,0.0,0.0,neutral
2051,0,0,0,0,1,0,0,0,2052,what happened beta,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,0.0,0.0,neutral
2052,0,0,0,0,1,0,0,0,2053,"achcha no word rhymes with bathroom ke saath, no word is being said",0.1,1.0,0.0,1.0,0.09395973154362416,0.0,0.0,0.0,0.0,neutral
2053,0,0,0,0,1,0,0,0,2054,bathroom?,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,1.0,0.0,0.0,surprise
2054,0,0,0,0,1,0,0,0,2055,"Mom, please give me the second and third wish of your life, please stop writing this poem.",0.1,0.0,0.0,1.0,0.1342281879194631,1.0,0.0,0.0,0.0,neutral
2055,0,0,0,0,1,0,0,0,2056,"Momma, are you making any rhyming words with the bathroom?",0.1,1.0,0.0,1.0,0.08053691275167785,0.0,1.0,0.0,0.0,neutral
2056,0,0,0,0,1,0,0,0,2057,"bathroom, room, boom, zoom, masoom",0.1,0.0,0.0,1.0,0.06040268456375839,0.0,0.0,0.0,0.0,neutral
2057,0,0,0,0,1,0,0,0,2058,Ho gaya innocent.,0.1,1.0,0.0,1.0,0.026845637583892617,1.0,0.0,0.0,0.0,joy
2058,0,0,0,0,1,0,0,0,2059,"mr genie mr genie, you are the one who is gala dabaiye gala dabaiye",0.1,0.0,0.0,1.0,0.10067114093959731,0.0,0.0,0.0,0.0,anger
2059,0,0,0,1,0,0,0,0,2060,"stop it you boys oh god I am absolutely experiencing déjà vu as if this scene had happened before. you know we are teenagers, main and rosesh in a sophisticated breakfast, brotherhood, pure happiness. and suddenly my dream has become more and more popular.",0.3,0.8333333333333334,0.16666666666666666,0.4,0.33557046979865773,1.0,0.0,0.0,0.0,joy
2060,0,0,0,0,1,0,0,0,2061,mummyji,0.1,0.0,0.0,1.0,0.006711409395973154,0.0,0.0,0.0,0.0,joy
2061,0,0,0,1,0,0,0,0,2062,I don't go to church.,0.1,1.0,0.0,1.0,0.04697986577181208,1.0,0.0,0.0,0.0,neutral
2062,0,0,0,0,1,0,0,0,2063,he he he so funny!,0.1,0.0,0.0,1.0,0.040268456375838924,0.0,0.0,1.0,0.0,joy
2063,1,0,0,1,0,0,0,0,2064,"Monisha what are you saying, why are you so excited?",0.1,1.0,0.0,0.5,0.08053691275167785,0.0,1.0,0.0,0.0,neutral
2064,0,0,0,0,1,0,0,0,2065,Why did the vegetable seller give you chilli and coriander for free?,0.1,0.0,0.0,1.0,0.087248322147651,0.0,1.0,0.0,0.0,contempt
2065,1,0,0,1,0,0,0,0,2066,"No no mummyji, this is also good news! jugalkishore hain na mera cousin brother",0.2,1.0,0.0,0.5,0.10738255033557047,0.0,0.0,1.0,0.0,joy
2066,0,0,0,0,1,0,0,0,2067,"cousin monisha, cousin brother is so middle class",0.1,1.0,0.0,1.0,0.06040268456375839,0.0,0.0,0.0,0.0,disgust
2067,0,0,0,0,1,0,0,0,2068,But what about that Jugalkishore?,0.1,0.0,0.0,1.0,0.040268456375838924,0.0,1.0,0.0,0.0,neutral
2068,0,0,0,0,1,0,0,0,2069,"Yes, they are staying with us.",0.1,0.0,0.0,1.0,0.053691275167785234,1.0,0.0,0.0,0.0,joy
2069,0,0,0,0,1,0,0,0,2070,where is the phone?,0.1,0.0,0.0,1.0,0.03355704697986577,0.0,1.0,0.0,0.0,neutral
2070,0,0,0,0,1,0,0,0,2071,momma international call,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,0.0,0.0,neutral
2071,0,0,0,0,1,0,0,0,2072,hello aah naisha .your naisha massi is speaking from spain. Haan Haan said Naisha. han. what?,0.4,0.0,0.0,1.0,0.1342281879194631,0.75,0.25,0.0,0.0,surprise
2072,0,0,0,0,1,0,0,0,2073,but this is the limit! I thought I proposed to you?,0.2,0.0,0.0,1.0,0.087248322147651,0.0,0.5,0.5,0.0,anger
2073,0,0,0,0,1,0,0,0,2074,what did we say (inaudible in punjabi),0.1,0.0,1.0,1.0,0.06040268456375839,0.0,0.0,0.0,0.0,sadness
2074,0,0,0,0,1,0,0,0,2075,Have you heard Punjabi?,0.1,0.0,0.0,1.0,0.03355704697986577,0.0,1.0,0.0,0.0,neutral
2075,0,0,0,0,1,0,0,0,2076,"No, she said jiju while holding my hand around the gas stove like this. so i figured that",0.2,0.0,0.0,1.0,0.1342281879194631,1.0,0.0,0.0,0.0,sadness
2076,0,0,1,0,0,0,0,0,2077,and who monisha? what was she doing? Are you still eating and watching the show?,0.3,1.0,0.0,1.0,0.12080536912751678,0.0,1.0,0.0,0.0,anger
2077,0,1,0,0,0,0,0,0,2078,No matter when we have this many marriages going on then that niche has gone to dispose off the waste.,0.1,0.5,0.5,0.6666666666666666,0.14093959731543623,1.0,0.0,0.0,0.0,neutral
2078,1,0,1,1,0,0,0,0,2079,When did Monisha Bhabhi throw something? Was there no cash in your house?,0.2,1.0,0.0,0.3333333333333333,0.10067114093959731,0.0,1.0,0.0,0.0,surprise
2079,0,0,0,1,0,0,0,0,2080,no house to clean tha spotlessly,0.1,1.0,0.0,1.0,0.040268456375838924,0.0,0.0,0.0,0.0,sadness
2080,1,1,0,0,0,0,0,0,2081,"You must have gone to the wrong house, Monisha's house was not in front of us. So tell me, does the vehicle smell like that vegetable?",0.2,0.0,1.0,0.5,0.2080536912751678,0.5,0.5,0.0,0.0,neutral
2081,0,0,0,1,0,1,0,0,2082,Maya went to Monisha's house. jugalkishore himself told me that he has fallen in love with her,0.2,0.5,0.5,0.5,0.12751677852348994,1.0,0.0,0.0,0.0,neutral
2082,0,0,0,1,0,0,0,0,2083,like this how? I mean I have just met you! Love at first sight?,0.3,1.0,0.0,1.0,0.11409395973154363,0.0,0.6666666666666666,0.3333333333333333,0.0,neutral
2083,0,0,0,0,0,1,0,0,2084,"why not? The 3rd flowe wali who is Krishna started hating the first time he saw Rose, didn't he? Why can't you fall in love at first sight?",0.3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.22818791946308725,0.0,1.0,0.0,0.0,neutral
2084,1,0,0,0,0,0,0,0,2085,"I don't deny that ji, it didn't take much time for me to go crazy after Fernando. The first time I saw Fernando was on January 15th, it was 6 o'clock in the evening.",0.2,0.0,1.0,0.5,0.2684563758389262,1.0,0.0,0.0,0.0,sadness
2085,1,0,1,1,0,0,0,0,2086,And when did you get married?,0.1,1.0,0.0,0.3333333333333333,0.04697986577181208,0.0,1.0,0.0,0.0,neutral
2086,1,0,0,1,0,0,0,0,2087,it's all good at night,0.1,1.0,0.0,0.5,0.040268456375838924,0.0,0.0,0.0,0.0,sadness
2087,0,0,0,0,1,0,0,0,2088,usdin!,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,1.0,0.0,surprise
2088,1,0,0,0,0,0,0,0,2089,"it's all very well naisha, but the point is that uss jugalkishore has insulted you! he should not have behaved like this! no! Indravardhan, just now you understand that you should stay away from Naisha!",0.4,0.0,1.0,0.5,0.28187919463087246,0.0,0.0,1.0,0.0,anger
2089,0,0,0,0,1,0,0,0,2090,Naisha!,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,1.0,0.0,joy
2090,0,0,0,0,1,0,0,0,2091,inaudible,0.1,0.0,1.0,1.0,0.006711409395973154,0.0,0.0,0.0,0.0,sadness
2091,0,0,0,0,1,0,0,0,2092,what happened? India did not send me the bag to take you to the airport?,0.2,0.0,0.0,1.0,0.11409395973154363,0.0,1.0,0.0,0.0,fear
2092,0,0,0,0,1,0,0,0,2093,no no he's downstairs. he's getting my luggage. but,0.3,0.0,0.0,1.0,0.087248322147651,1.0,0.0,0.0,0.0,sadness
2093,0,0,0,0,1,0,0,0,2094,ohh come in come in come in,0.1,0.0,0.0,1.0,0.04697986577181208,0.0,0.0,0.0,0.0,sadness
2094,0,0,0,0,1,0,0,0,2095,hello balti!,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,1.0,0.0,neutral
2095,0,0,0,0,1,0,0,0,2096,not much.,0.1,0.0,0.0,1.0,0.020134228187919462,1.0,0.0,0.0,0.0,sadness
2096,0,0,0,0,1,0,0,0,2097,Why did you tell me just now?,0.1,0.0,0.0,1.0,0.053691275167785234,0.0,1.0,0.0,0.0,neutral
2097,0,0,0,1,0,0,0,0,2098,"How do you think? That bucket which is not there is very sad, it is the idol of love and mother,",0.2,0.75,0.25,0.6666666666666666,0.1610738255033557,0.0,1.0,0.0,0.0,neutral
2098,0,0,0,0,1,0,0,0,2099,Why are you so sentimental? bucket matlab bucket!,0.2,1.0,0.0,1.0,0.06711409395973154,0.0,0.5,0.5,0.0,neutral
2099,0,0,0,0,1,0,0,0,2100,i understand but what i wanted to know was that balti pyaar aur mamta ke murth kaise ho sakti hain!,0.1,0.0,0.0,1.0,0.14093959731543623,0.0,0.0,1.0,0.0,sadness
2100,0,0,0,0,0,1,0,0,2101,"why na? How many buckets of water are lying in your anklets! And we also talked about it. And to put Baddi Baddi in jail, these are the castes from which the bucket is made.",0.4,0.25,0.75,0.4,0.2684563758389262,0.5,0.25,0.25,0.0,joy
2101,0,0,0,0,1,0,0,0,2102,"By turning the bucket upside down at Monisha's house, her guests are also made to sit!",0.1,0.0,0.0,1.0,0.12751677852348994,0.0,0.0,1.0,0.0,contempt
2102,0,0,0,0,1,0,0,0,2103,"where! Samjho to Devi, Varna Balti! That's why I called you Balti.",0.3,0.0,0.0,1.0,0.11409395973154363,0.3333333333333333,0.0,0.6666666666666666,0.0,neutral
2103,0,0,0,0,0,1,0,0,2104,"stop crying! You are going to the Jugalkishore, right? bye!",0.3,0.0,1.0,1.0,0.09395973154362416,0.0,0.3333333333333333,0.6666666666666666,0.0,neutral
2104,0,1,0,1,0,1,0,0,2105,excuse me! I am very ashamed of what I did to you. While lying down you were feeling very happy and I couldn't help but wonder whether you are already happy.,0.3,0.4,0.6,0.2857142857142857,0.2348993288590604,0.6666666666666666,0.0,0.3333333333333333,0.0,neutral
2105,0,0,0,0,1,0,0,0,2106,Where were you at the time of taking the round?,0.1,0.0,0.0,1.0,0.0738255033557047,0.0,1.0,0.0,0.0,surprise
2106,0,0,0,1,0,0,0,0,2107,it was so romantic!,0.1,1.0,0.0,1.0,0.03355704697986577,0.0,0.0,1.0,0.0,joy
2107,1,0,0,1,0,0,0,0,2108,"Did you think it was romantic when you took Monisha's gas pass? Cockroaches are lying nearby due to Monisha's gas! stop smiling at him! and jugalki shore, your lift aa gayi byee.",0.4,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.26174496644295303,0.25,0.25,0.5,0.0,contempt
2108,1,0,0,1,0,0,0,0,2109,"deets, he has this raw rural sex appeal! i think he's hot! wait jugalkishore!",0.3,0.5,0.5,0.5,0.12751677852348994,0.0,0.0,1.0,0.0,joy
2109,0,0,0,1,0,0,0,0,2110,"don't be silly! Jugalkishore, ground floor button baba bye.",0.2,0.0,1.0,1.0,0.087248322147651,0.5,0.0,0.5,0.0,neutral
2110,0,0,0,1,0,0,0,0,2111,"one minute di, i think i love him!",0.1,1.0,0.0,1.0,0.06711409395973154,0.0,0.0,1.0,0.0,joy
2111,0,0,0,1,0,0,0,0,2112,you will love me!,0.1,1.0,0.0,1.0,0.03355704697986577,0.0,0.0,1.0,0.0,joy
2112,0,0,0,1,0,0,0,0,2113,i love you right now you. di i'm getting married,0.2,1.0,0.0,0.5,0.08053691275167785,1.0,0.0,0.0,0.0,joy
2113,0,0,1,1,0,0,0,0,2114,"naisha stop it, stop it .oh my god! indravadhan! ouch!",0.3,1.0,0.0,0.5,0.09395973154362416,0.0,0.0,1.0,0.0,anger
2114,1,1,1,0,0,1,0,0,2115,i hate him. i hate him mom.,0.2,0.0,1.0,0.25,0.06040268456375839,1.0,0.0,0.0,0.0,anger
2115,0,0,0,0,1,0,0,0,2116,Dad why are you doing this dad? What did you get by pouring a glass of milk on Rosesh's head?,0.2,0.0,0.0,1.0,0.15436241610738255,0.0,1.0,0.0,0.0,neutral
2116,0,0,0,1,0,0,0,0,2117,"happy! anand, chain, aaram! The heart of the soul laughs and the face smiles",0.3,1.0,0.0,0.6,0.12080536912751678,0.0,0.0,1.0,0.0,joy
2117,0,0,0,0,1,0,0,0,2118,"dad, dam to hain mom!",0.1,0.0,0.0,1.0,0.04697986577181208,0.0,0.0,1.0,0.0,neutral
2118,1,0,0,1,0,0,0,0,2119,"What are you? After listening to Monisha, I also felt like throwing a glass of water and she also threw it on his head from a distance. Don't mind beta, I'm just using you as an example. But would this be the right thing to do? Why can't I laugh even more?",0.5,1.0,0.0,0.5,0.4161073825503356,0.4,0.6,0.0,0.0,anger
2119,0,0,0,0,1,0,0,0,2120,"But dad, whatever you did, you did wrong.",0.1,0.0,1.0,1.0,0.0738255033557047,1.0,0.0,0.0,0.0,neutral
2120,0,0,0,1,0,0,0,0,2121,"what wrong did you do? tune rosesh's poem heard? The cabbage was cooked, hence the food became raw.",0.3,0.5,0.5,1.0,0.15436241610738255,0.3333333333333333,0.6666666666666666,0.0,0.0,anger
2121,0,0,0,0,1,0,0,0,2122,"hold it hold it .main maanta hoon rosesh ki kavita thodi si, thodi si",0.1,0.0,0.0,1.0,0.10067114093959731,0.0,0.0,0.0,0.0,neutral
2122,0,0,0,0,1,0,0,0,2123,unusual,0.1,0.0,0.0,1.0,0.006711409395973154,0.0,0.0,0.0,0.0,neutral
2123,1,1,1,0,0,1,0,0,2124,"Haan, it is unusual but dad, you have no right to call Rosesh's poetry bad.",0.1,0.0,1.0,0.25,0.12751677852348994,1.0,0.0,0.0,0.0,neutral
2124,0,0,0,0,1,0,0,0,2125,what did you say?,0.1,0.0,0.0,1.0,0.03355704697986577,0.0,1.0,0.0,0.0,neutral
2125,0,0,0,0,1,0,0,0,2126,"The earth has gone, in your time you may have become Dracula. What is this poem of dad?...Dhinchak Dhinchhak Chaale Dil Ki Gari, Dhukchuk Dhukchuk Chaale something.",0.3,0.0,0.0,1.0,0.2214765100671141,0.6666666666666666,0.0,0.0,0.3333333333333333,contempt
2126,1,0,1,0,0,1,0,0,2127,Hey this poem has driven me crazy.,0.1,0.0,1.0,0.3333333333333333,0.053691275167785234,1.0,0.0,0.0,0.0,joy
2127,1,0,1,0,0,1,0,0,2128,haan ​​to? Girls are going crazy over my pictures even after wearing my poetry!,0.2,0.0,1.0,0.3333333333333333,0.10738255033557047,0.0,0.5,0.5,0.0,joy
2128,1,1,1,0,0,1,0,0,2129,"Hey there..that baal nokhkar har dar hona mad nahin madani hai, do you understand the meaning of my picture?",0.1,0.0,1.0,0.25,0.15436241610738255,0.0,1.0,0.0,0.0,anger
2129,0,0,0,1,0,0,0,0,2130,Reshma Deewani is very happy and has read my poetry. isn't it momma?,0.2,1.0,0.0,1.0,0.10738255033557047,0.5,0.5,0.0,0.0,joy
2130,1,0,0,1,0,0,0,0,2131,absolutely! She has smiled every time she read your poem.,0.2,1.0,0.0,0.5,0.08053691275167785,0.5,0.0,0.5,0.0,joy
2131,1,0,0,1,0,0,0,0,2132,You will be smiling. But who is this Reshma?,0.2,1.0,0.0,0.5,0.0738255033557047,0.5,0.5,0.0,0.0,neutral
2132,1,0,0,1,0,0,0,0,2133,"The place where you live on the four floors, you are the best.",0.1,1.0,0.0,0.5,0.10067114093959731,1.0,0.0,0.0,0.0,joy
2133,1,0,0,1,0,0,0,0,2134,Reshma said that she is also a dumb person. Ha ha ab samjha wo rosesh ka kavita man hi man smile kyun hain he must be feeling blessed in his poverty.,0.2,0.5,0.5,0.2857142857142857,0.2214765100671141,1.0,0.0,0.0,0.0,joy
2134,1,0,0,1,0,0,0,0,2135,"Nonsense Indravardhan, this year you will see Rosesh's poem getting the award in the annual competition of art and poetry club.",0.1,0.6666666666666666,0.3333333333333333,0.4,0.1610738255033557,1.0,0.0,0.0,0.0,neutral
2135,0,0,0,1,0,0,0,0,2136,"and that's good news, please share it with me.",0.1,1.0,0.0,0.6666666666666666,0.08053691275167785,1.0,0.0,0.0,0.0,fear
2136,1,1,0,0,0,0,0,0,2137,"You will stay alone, we will stay here and see how a son defeats his cruel and arrogant father!",0.1,0.0,1.0,0.3333333333333333,0.14093959731543623,0.0,0.0,1.0,0.0,anger
2137,0,0,0,0,1,0,0,0,2138,kya matlab?,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,1.0,0.0,0.0,neutral
2138,1,0,1,0,0,0,0,0,2139,"Because you too have written this poem, Indravardhan, Rosesh challenges you, go on challenge him!",0.1,0.0,1.0,0.5,0.12751677852348994,0.0,0.0,1.0,0.0,neutral
2139,1,0,1,0,0,0,0,0,2140,"okay i challenge you. If you take part in this poetry meeting and show me the lesson, only then will milk become milk and water become water.",0.2,0.5,0.5,0.5,0.20134228187919462,1.0,0.0,0.0,0.0,neutral
2140,0,0,0,0,1,0,0,0,2141,Now why don't you just drink milk and water on your head too?,0.1,0.0,0.0,1.0,0.10067114093959731,0.0,1.0,0.0,0.0,joy
2141,1,0,0,1,0,0,0,0,2142,"Bhurbhur Bhurbhur spills water, the young rice sprouts in the water!",0.1,1.0,0.0,0.5,0.087248322147651,0.0,0.0,1.0,0.0,joy
2142,1,0,0,1,0,0,0,0,2143,"By hooking the young rice, you will prepare the rice as soon as possible.",0.1,1.0,0.0,0.5,0.10738255033557047,1.0,0.0,0.0,0.0,joy
2143,0,0,0,0,1,0,0,0,2144,"Bhoopu bhoopu aaya dekho, idliwala raju pardesi,",0.1,0.0,0.0,1.0,0.06040268456375839,0.0,0.0,0.0,0.0,joy
2144,0,0,0,0,0,1,0,0,2145,There were teeth on the black face and the eyes were gone.,0.1,0.0,1.0,1.0,0.087248322147651,1.0,0.0,0.0,0.0,joy
2145,0,0,0,0,1,0,0,0,2146,"If the light is not there and Raju eats it,",0.1,1.0,0.0,1.0,0.0738255033557047,0.0,0.0,0.0,0.0,neutral
2146,1,0,0,1,0,0,0,0,2147,In my eyes only the sun shines on the shore.,0.1,1.0,0.0,0.5,0.0738255033557047,1.0,0.0,0.0,0.0,joy
2147,1,0,0,1,0,0,0,0,2148,The sun is shining. see iska nateeja .iska combination?,0.2,1.0,0.0,0.5,0.0738255033557047,0.5,0.5,0.0,0.0,anger
2148,1,1,1,0,0,1,0,0,2149,"Hey, it's not that bad!",0.1,0.0,1.0,0.25,0.053691275167785234,0.0,0.0,1.0,0.0,neutral
2149,0,0,0,0,1,0,0,0,2150,There is no boori! Who is making vegetables?,0.2,0.0,0.0,1.0,0.06711409395973154,0.0,0.5,0.5,0.0,neutral
2150,0,0,0,0,1,0,0,0,2151,"You can't even make vegetable curry, what should I make?",0.1,0.0,0.0,1.0,0.087248322147651,0.0,1.0,0.0,0.0,neutral
2151,0,0,0,0,1,0,0,0,2152,make raw bananas,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,0.0,0.0,anger
2152,0,0,0,0,1,0,0,0,2153,there are poems that rose and indu,0.1,0.0,0.0,1.0,0.04697986577181208,0.0,0.0,0.0,0.0,joy
2153,0,0,0,0,0,1,0,0,2154,"gu gu gu gu ha ha ha aise kavita likhte dad? Momma, now see how dad has fallen on his knees. Half of my poem belongs to dad.",0.3,0.0,1.0,1.0,0.21476510067114093,0.6666666666666666,0.3333333333333333,0.0,0.0,joy
2154,1,0,0,1,0,0,0,0,2155,don't be overconfident! roseshh indravardhan has also written many good poems...read this ballavdas kaka kisradhanjjali,0.3,1.0,0.0,0.5,0.12751677852348994,0.0,0.0,0.5,0.5,neutral
2155,0,0,0,1,0,0,0,0,2156,"Everyone's beloved children, when will you get the heavenly place?",0.1,1.0,0.0,1.0,0.087248322147651,0.0,1.0,0.0,0.0,neutral
2156,1,0,0,1,0,0,0,0,2157,Why don't you give me a chance to flirt with someone? You are watching the dance of Urvashi in heaven.,0.2,0.6666666666666666,0.3333333333333333,0.4,0.15436241610738255,0.5,0.5,0.0,0.0,sadness
