text,label
mr genie kahe ki aap saach saach khye to?,joy
to main kahungi ki monisha ko gayab kar dijiye gareebi ko main dekh lungi,neutral
mom acche dusri aur teesri wish?,neutral
"one second,",neutral
"momma,",neutral
kya hua beta,neutral
accha bathroom ke saath koi word ryme nahi kar raha hain koi word bataiyein na,neutral
bathroom?,surprise
mom aap genie ki dusri aur teesri wish mujhe de dijiye ta ki main kahoon ki genie aap please iski kavita likhna bandh kar dijiye,neutral
"momma, aap batiyein na bathroom ke saath koi word ryme kar rahein hain kya?",neutral
"bathroom, room, boom, zoom, masoom",neutral
"ho gaya masoom .suniye .uff ye karz, uff acidity, uff ye jana roj bathroom, blue tiles ke beech white white toilet, asmaan ke beech jaise badal masoom.",joy
"mr genie mr genie, aap iska gala dabaiye gala dabaiye",anger
"stop it you boys oh god mujhe bilkul déjà vu ka experience ho raha hain jaise ki ye scene aise pehele hi hua. you know hum teeno tum, main aur rosesh in a sophisticated breakfast, brotherhood, pure happiness .aur achanak mera sapna choor choor ho jata hain",joy
mummyji,joy
ho gaya na churchur,neutral
he he he so funny!,joy
"monisha kya baat hain, tum itna excited kyu ho?",neutral
sabziwaale ne tumko mirchi aur dhaniya free mein de diye kya?,contempt
"nahi nahi mummyji, isse bhi acchi khabar hain! jugalkishore hain na mera cousin brother",joy
"cousin monisha, cousin brother is so middle class",disgust
lekin wo jugalkishore ka kya?,neutral
"haan, wo haamare saath rehene aa raha hain sahil.",joy
phone kahan hain?,neutral
momma international call,neutral
hello aah naisha .tumaha naisha massi spain se bol rahi. haan haan bolo naisha. haan. what?,surprise
but this is the limit! usne saach me tumhe propose kiya?,anger
usne mujhse kaha ki (inaudible in punjabi),sadness
tumhe punjabi aati hain?,neutral
"no, wo aisa mere haath pakad ke gas stove ke aas paas phere lete huye kaha jiju. so i figured ki ",sadness
aur wo monisha? wo kya kar rahi thi? khade khade tamasha dekh rahi thi wo?,anger
nahi jab humaare ye moch marriage chal rahi thi tab wo niche gayi thi kachda dispose off karne ke liye.,neutral
monisha bhabi kachda fekne gayi thi? unke ghar mein kachda nahi tha?,surprise
no ghar to spotlessly clean tha,sadness
"to tum shayad galat ghar mein chali gayi hogi, monisha ka ghar humaare saamne wala. accha batao, wahan jaali huyi khisdi ki badboo aa rahii thi?",neutral
maya wo monisha ke ghar hi gayi thi. jugalkishore ne khud mujhe bataya ki wo isse pyaar karne laga hain,neutral
aise kaise? i mean abhi abhi to mila hain wo! pehele nazar mein hi pyaar?,neutral
kyu nahi? 3rd flooe waali jo krishna hain wo jab peheli baar rosesh ko deekha tha to pehele hi nafrat karne lagi thi na? tp peheli nazar mein pyaar kyu nahi ho sakta?,neutral
"i don't deny that jiju, mujhe bhi fernando ke peecha pagal hoone mein zyaada waqt nahi laga tha. jab mein pehele bah fernando ko dekha tha january 15th ko tab shaam ke 6 baj rahe the.",sadness
aur shaadi kab huyi thi?,neutral
raat ko saare aat baje,sadness
usdin!,surprise
"it's all very well naisha, but the point is that uss jugalkishore ne tumhaare saath beazzati ki hain! he should not have behaved like this! no! indravardhan, tum ja ke abhi abhi usko samjhao ki wo naisha se dur rahe!",anger
naisha!,joy
inaudible,sadness
kya hua? indu ne nahi poucha na tumhe lene airport?,fear
no no he's downstairs. he's getting my luggage. but ,sadness
ohh come in come in come in ,sadness
hello balti!,neutral
kuch nahi.,sadness
tumne mujhe abhi balti kyu kaha?,neutral
"wo kaise sanjhaooon? wo balti jo hain na bohot bade dilwale hoti hain, wo pyaar aur mamta ka moorath hooti hain,",neutral
balti ha ha .tum itna sentimental kyu ho rahi ho? balti matlab bucket!,neutral
i understand but what i wanted to know was that balti pyaar aur mamta ke murth kaise ho sakti hain!,sadness
kyu na? balti kitna saara paani apne aanchal mein samhaal leti hain! aur dhuye huye kaapde bhi. aur baddi baddi jailon mein to daal bhai balti se hi de jaati hain kaidion ko.,joy
monisha ke ghar pe balti ko ulta karke uske upar guests ko bhi bithati hain!,contempt
"wahi! samjho to devi, warna balti! isiliye meine aapko balti kaha tha.",neutral
stop crying! accha jugalkishore tum jaa rahe trhe na? bye!,neutral
excuse me! maine ap pe jo jakti ki maine uske liye bohot sharminda hun. phere lete waqt aap bohot haas rahi thi na to laga kya aap sayad khush ho.,neutral
phere lene ke time tum haas rahi thi?,surprise
it was so romantic!,joy
"monisha ke gas ke aas paas phere lene ke time tumko laga ki wo romantic? monisha ke gas ke aas pass cockroaches phere lete hain! stop smiling at him! and jugalkishore, tumhaari lift aa gayi byee.",contempt
"deets, he has this raw rular sex appeal! i think he's hot! ruko jugalkishore!",joy
"don't be silly! jugalkishore, ground floor ka button babao byee.",neutral
"one minute di, i think i i love him!",joy
you will love me!,joy
i love you right now you  . di i'm getting married,joy
"naisha stop it, stop it .oh my god! indravadhan! ouch!",anger
i hate him. i hate him mom.,anger
dad aap kyu eisa karte hain dad. rosesh ke sar par doodh ka glass khali karke kya mila aapko?,neutral
"sukoon! anand, chain, aaram! aatma ka dil ko khussi aur chehere ko muskaan",joy
"dad, dam to hain mom!",neutral
"kya dum hain sahil! monisha ka baat sunkar mujhe bhi laagta hain ki paani ka glass phenku saarpe aur wo bhi yu dur se aise phenke maaru uske sir pe. don't mind beta, i'm just using you as an example. lekin kya ye karna sahi honga? caahe mujhe kitna bhi khussi mile?",anger
nahin!,anger
"lekin dad, aapne jo bhi kiya, galat kiya.",neutral
"kya galat kiya? tune rosesh ki poem suni? gobi ko huya baccha, isiliye khaana bana kaccha",anger
"hold it hold it .main maanta hoon rosesh ki kavita thodi si, thodi si ",neutral
unusual,neutral
"haan .unusual hooti hain lekin dad, aap ko koi haq nahi banta rosesh ka kavita ko bura kehene ka",neutral
kya bola?,neutral
"bhool gaye, aap ke zaamane mein aap kavi dracula hua karte the. kya kavita thi dad ki ..dhinchak dhinchak chaale dil ki gari, dhukchuk dhukchuk chaale something",contempt
aare yehi kavita suunke maya mere peeche pagal huyi thi,joy
haan to? mere kavitain suunkar bhi ladkian mere picche pagal hooti hain!,joy
arey lo ..wo baal nochkar idhar udhar pagal hone ka pagal nahi deewani hui thi mere picche samjha matlab?,anger
reshma deewani hooti hain mere kavita sunke. hain na momma?,joy
absolutely! tumhaare kavita suunke haar bar muskuraati hain wo.,joy
muskurati hi hogi. lekin ye reshma hain kaun?,neutral
"wahi jo chaar maale pe rehene aye hain .goongi, beheri.",joy
reshma goongi beheri bhi hain bolo. ha ha ab samjha wo rosesh ka kavita sunke man hi man muskurate kyun hain usse apna beherapan vardaan lagta hoga.,joy
"nonsense indravardhan, iss saal art aur poetry club ke annual competition mein rosesh ka kavita ko award milega dekhna tum.",neutral
aur wo good news aap mujhe std karke batana,fear
"ap rahoge sahil, hum saab yahin rahenge aur dekhenge ki ek bete ne apka krur aur ghamandi baap ko kaise harata hain!",anger
kya matlab?,neutral
"kyu tum bhi to kavita likh chuke ho indravardhan, rosesh tumhe challenge karta hain go on challenge him!",neutral
okay i challenge you. aap ye kavi sammelan mein hissa lekar mujhe harakar dikhiye tabhi ho jayega doodh ka doodh aur pani ka pani,neutral
ab to na mai srif tujhe haraunga doodh aur paani dono tere sar pe bhi daalunga samjhe?,joy
"bhurbhur bhurbhur ugalta paani, paani mein uglein chawal ki jawaani!",joy
"jawan hookar chawal sajayeenge thaali, lagayenge daal kaali kaali.",joy
"bhoopu bhoopu aaya dekho, idliwala raju pardeshi,",joy
kaale bade cehere par daant bade aur aankhein zaara si.,joy
roshni agar na ho aur raju khada ho saath,neutral
nazar mein ayenge srif uske chaar chamaktein daant sahil sun na,joy
sun raha hoon. dekha iska nateeja .iska combination?,anger
"oye, itne bhi buuri nahi hain!",neutral
boori nahin hain! saabzi kiski bana rahi hain/,neutral
sabzi kuuch bhi banaya nahi kya banayu/,neutral
kacche kele ki banao,anger
kavi hain do rosesh aur indu ,joy
gu gu gu gu ha ha aise kavita likhte the dad? momma ab dekhna kaise dad apne ghutno ke par girte hain mere kavita ke adha hissa hi to dad .,joy
don't be overconfident! roseshh indravardhan bohot acche kavita bhi likh chuke hain...ye padho ballavdas kaka kisradhanjjali,neutral
sabke pyaare ballavdas kaka apko mila hoga swarg ka ilaka,neutral
kaki nahi deti thi kisi se flirt karne ka chance aap main ka dekh rahein hain swarg mein urvashi ka dance,sadness
wow very deep momma,neutral
it is! wo to bohot saalo se indravardhan kuch likha nahi hain na to practice choot gayi hain warna he's a very talented poet!,neutral
to ab kya hoga mumma?,fear
"well, to ab tumhe kisi na kisi tarah jitana hoga! ab kavi sammelan humaare yahan hain hain na?",neutral
to?,surprise
judge kaun hain?,neutral
art and poetry club ka sabse talented kavi anirudh mehta,fear
"excuse me ladies and gentleman, iss saal ka art and poetry club ka kavi sammelan mein aap sabka swagat hain! iss saal jin kaviyon ne hissa liya hain unke naam hain - mahesh parhansp, raghuvir jetmalani, shakeela moradabadi i'm so sorry gopi vetha, indravardhan sarabhai...",joy
east or west daddyji is the best!,joy
"monisha, please rosesh sarabhai .and iss saal humaare jo judge hain wo hain poet's guild award winner anirudh mehta urf.",joy
kaccha kella,neutral
kaccha kela?,surprise
mera takhallus..,neutral
lekin kaccha kela?,joy
uyou see it’s a very deep metaphor meri kavitayein samajna bohot mukil hota hain,neutral
to kaccha kela?,surprise
"naturally monisha, kaccha kela bhi to hazam karna muskil hota hain na?",joy
bilkul sahi kaha indravardhan ne,joy
kya lenge ap? wine whiskey ya champange?,joy
aj mera upwas hain,joy
i'm so sorry,fear
whiskey nahi wine lunga,joy
"dekha sahil, upvas mein wine piyega hypocrite ",contempt
main kaha ei ye kya hain? kaan mein kya daala tu ne?,neutral
wooh infection hua kaan mein,fear
hmmm maya,contempt
"hmm just ignore him, you guys carry on with your session .main kan mein ye nikalta hoon narad muni ji",anger
hmm.. ab mere kavita maarni padegi aur taliyan bhi maarni padegi. samjha?,neutral
hello everyone hum shuru karne ke pehele i would request anirudh ki wo humme uski award-winning kavita padke sunaye .come on anirudh,joy
"well maya ne kaha hain to fir i have to recite .hallat bhasha thoda street jaisa hain lekin feel ke ye kiya hain .kavita ka naam hain main kutta hoon .duniya cahe meri puja karein, par mein lukkha hoon, balhein koi mera duja karein par mein lukkha hoon, par rajattwa mein na bitao nahi raja kabhi banna mujhe, mahengi cheezein nahi cahiye mujhe, ye mango le lo de do ganna mujhe",sadness
chappal maru?,anger
ek ek karke please!,neutral
"mujhe rajgadi mein na bithao nahi raja kabhi banna mujhe, jaizaad ke god mein baithna, nahi 5 star ke god mein baithna, nahi gareebi makhan ka rookha sookha hoon, mujhe kam hi cahiye sab kuch kyuke..main lukkha hoon. excuse me!",sadness
"beautiful, you know it's so self depricating! it's almost socialistic!",sadness
matlab tha kuch chod na,neutral
hummain humaari anusthan shuru karna cahiye humaari pehele kavi hain mahesh parhanspe.,joy
"namaskar jai maharashtra mera kavita ka sirshak hain local train ka bhikhari. ek haat mein pakdi hain harmonium ki peti, dusre haat se pakde hain apni beti, gaata hain wo pardesi pardesi jana nahi, lagta hain wo shor hain, gana nahi.",joy
very observant mahesh. is original gaane ka bhi yehi point hain shor .continue mahesh,neutral
"mang rahe hain wo 10 paise 10 paise, kya bhul likhi hain kavita humaari? lekin janab janab mein batana bhool hi gaya ye tha local train ka bhikhari!",joy
wonderful wonderful surprise ending wasn't it?,joy
"yeah it was very shall i tell it like hichcock, a twist in the tale.",joy
humaari agli kavitri hai gopi vetha,joy
"kavita ka sirshak hain bhais ka rista - meri bhansh jawan ho gayi ghaas khatti hain yaw yaw yaw won ki jagah waa karti hain ab kya batau, bhans ki cahiye komal sa bel, safed jaisa chand, mila usse gadi khichne wala brown color ki saand",neutral
"wonderful, har aurat ki kahani",joy
"kachhakela ji, kavita bhans ka hain.",contempt
"sahil, aurtein bhans hi to hain",neutral
nahi marad saand hoote hain,contempt
unfortunately .vetha ji continue please,neutral
"sannd ke saath shaadi karwane ke liye saand ko le gaya bhiya saand, saand me pakadkar ke marordi gay ki kacchi kalaiya, sand ko dekhke bhaagi wahan se bhans, bhaiya ji ko ho gaya is baat se bada stress. stress ke maare wo hospital mein akela, ab saand chala raha hain wo bhaiya ji ka tabela.",joy
"wonderful, wonderful vetha ji .peheli bar i'm feeling ki urban bhaiya aur byans ke liye koi light daali",joy
"accha ab third kavi, raghubir jethmalani",joy
"sahil, main zara ja kar ayu?",neutral
balcony se kudh rahi ho?,neutral
"nahi, indiawali ka promo dikha rahe hain.",joy
indiawali?,neutral
"haan, star one ka nayi show. bilkul meri kahaani.",joy
tumhaari kahani kaise hain?,neutral
usme na punjab se ek ladki mumbai aati hain aur yahan aake kaam karti hain.,neutral
tumhaari kahani kaisi hain! wo to kaam karti hain!,neutral
accha has everyone got their drinks can we resume? humaare next poet hain indravardhan sarabhai.,joy
"yaay jab tak surya chaand rehega, daddyji ka naam rehega",joy
"anirudh, please be a little kind with indravardhan. toda amateur hain lekin kaushais bohot kiye hain beechare ne.",joy
kavita ka naam hain .uff cinema.,neutral
hmm contemporary.,neutral
"khar khar khar khar chale cinema ki reel, cinema ka parde par aaya sushil, sushil ki acting uske muscles kartein hain, cehera hain blank jaise mara kabootar, dailogue aise bole ki lagta hain bigda hain padooshi ka scooter, sushil ki heroine sandhya ke kapde jitne taklu ka saar par hoon baal...aage suniyega...sandhya se acche dete hain chipkaali expression, sandhya se acche deti hain chipkali expression lekin phirbhi sandhya banega best actress iss saal. sushil ki muscles ko milega award kyuki uske papa hain jury par samjhe? picture ko deenge 4-start critics kyuki wo to hain producers ke chaamche, phir bhi main jaa kar dekhte hoon kyu? kyu main dard hain!",joy
haan wo to hain!,neutral
"lekin phir bhi main deekhta hoon kyu, sadial si aise haar movie! deekhna cahiye ghar ke living room mein byathkar byass remote waala tv",joy
daddyji!,joy
"indravardhan, tumne aapne kavita ke zariye zindagi jeene ka raaz batayi .i...main main main to ro pada ..",sadness
par abhi kuuch baaki hain ,fear
par this was the best maya!,sadness
so far so far let's hear rosesh's poem?,joy
but he was the best! i'm sorry please excuse me for my tears!,sadness
and now the immensly talented rosesh sarabhai,joy
i'm sorry all the best!,joy
but indravardhan ,joy
"main jo kavita padhonga uska title hain jelly ..lagul lagul lagul lagul, laal laal lagul lagul, jelly. jelly ke kaise sareer mein chupein hain dancer jaise unjaane, unkahein peheli, jelly meri momma ka banaya, narm mulayam, meetha pasand karein isse har koi, sangeeta, rita, nita, anita,....",joy
vintage rosesh maya .main kya kahu? mere paas shabd nahi hain kehena ka rosesh!,joy
mere paas tamatar!,contempt
"jelly giray jameen par, awaaw aayein, ploop ploop ploop,",joy
"come again, come again, come again ",neutral
"jelly girain zameen par to awaz aayein, ploop ploop. baccha usse haat maarein, sunayi deti hain thup thup",neutral
he's playing on the onomatopoeia! ha ha,joy
"jelly par kabhi fungus naa lagein, uska swaard kabhi bhankas na lagein, agar bachaana hain humaare humaari country, to banana hain jelly ko desh ki pradhanmantri!",joy
"mera beta mera baccha sensational rosesh! rosesh ki kavita kavita nahi hain, wo ek andolan hain it's a revolution!",neutral
"but, what is the verdict?",neutral
"maya, rosesh ka kavita mein geherayi hain, philosophy hain, lekin indravardhan ke kavita mein sachayi hain can we have indravardha over here please? mere bada beta .mera bada baccha agar indravardhan humaara bartaman hain to rosesh humaara bhabisha ..to award ka baatein bhool jao maya aur ye socho ki bartamaan aur bhabishya milke kavita likhein to kya hooga",joy
mar gaye!,fear
mar gaya? kyu?,surprise
baa ne iye packet marne se pahle mujhe diya tha,joy
"are iye packet toh baa ne tumhe diya tha, marne se pahle indu",neutral
mujhe pata hain,neutral
haa?,neutral
madhu bhai mujhe pata hain ki baa ne marne se pahle iye packet ilaben ko diya tha,anger
ilaben,neutral
baa ne marne se pahle iye packet mujhe diya tha,neutral
"iye baat mujhe malum hain, indu ko samjha",neutral
madhubhai aap iye sab choriye main aap ke liye jelly le kar ati hun,neutral
jelly khayenge aap? jelly?,neutral
nehi nehi khana toh ghar se kha kar aye hain. khichuri aur dahi. ,joy
khane ke baat nehi kar rahi hun. jelly.,neutral
aap jelly kaise samjhaun inhe?,sadness
"maya direct le aa, har sabd samjhane ka jarurat nehi hain. ",joy
right,joy
"waise ilaben mujhe samjhana ata hain jelly. madhubhai, maya ne aap ke liye jelly banai hain.",joy
"nehi nehi nehi, maya ka dance nehi dhekna mujhe",joy
main dance nehi karne wali hun. indravadan.,anger
ilaben please aap un packet kholiye. main jelly le kar ati hun. ,neutral
"ek churi bhi le ana, iye packet kholna hain",neutral
"haan, haan ",neutral
"i am sure, isi main hoga. mujhe kuch kuch iyaad aa raha hain, baa jish din gujri thi naa, ise ek din pehle usko premonition hua tha ki wo jaane wali hain.",neutral
"hello maaya sarabhai, ha kya baat hai chawkidaar?",neutral
kaun aaya hain mamma?,neutral
municipal corporation se kohi loog aya hain.,fear
rosesh ko lene aye honge,joy
mukje kyun?,surprise
are tujhe pata nehi? exotic animals ghar pe rakhna mana hain,neutral
"haha, very funny",contempt
"chal, khel khel",neutral
"ok, bhej do unhe upar. this sounds a bit serious indravadan. municipal corporation ke demolition department se kohi senior officer aya hain niche. ",fear
iye demolition department wale ihan keya torne ayenge?,neutral
i have no idea. i mean monisha ke banay hue gulabjamun bhi main kal radhabhai ko de diye. barna unhe turwa ti hatho se. ,contempt
bhabhi ke banay hue gulabjamun itne mazbut the?,surprise
toh radhabhai kyun iodex mal rahi apne pair pe?,neutral
iodex kyun?,neutral
kyunki gulabjamun gir gayi na becari ki pair pe. ,sadness
are baap,surprise
"oh my god, aa gaye. indu please. ",fear
hello maya sarabhai,neutral
nehi nehi main rajsekhar inamdar,neutral
main maya sarabhai,neutral
app main se indravadan sarabhai kayn hain?,neutral
"app hi bataiye, nehi nehi just make a wild guess. hum main se indravadan sarabhai kayn ho sakta hain?",joy
kohi hint to dijiye aap,joy
"ok ok, indravadan je hain na, he is a dashing",neutral
indravadan indravadan baad main khelenge if you dont mind. aap please mujhe bataiyain keya kaam ke liye aaye hain aap?,anger
"haan to madam, aap ke pass ish makaan ko khaali karne ke liye exactly 15 minutes hain. uske baad hum ish ghar se ish building ka demolition suru kar denge.",neutral
whaat?,surprise
"haan to aap ke 15 minutes suru hote hain aab. larko, andaar aa jaao.",neutral
"oh god, weapons!",fear
iye sab keya ho raha hain indu?,fear
accha toh indravadan aap hain,surprise
"chal chal, aap isne indu karke bola hain toh aapko samaj aa geya, barna pata hi nehi chalta, hain na. this is cheating. ",neutral
are nahi nahi cheating kaha kiye hain? are main ne,joy
of course this is cheating,anger
"enough. indravadan stop your silly games. aur aap log sab bahar ho jaiye. main samaj geyi, indu ne aapko paise diye hain na hume darane ke liye? out!",anger
"madam aap iye heya kahi rahi hain? iye time pass nehi hain. file lao idhaar. iye parihe zara aap. notice pariye aap. iye aapne building khari kiye hain na, iye building illegal construction hain. ",anger
illegal?,surprise
kayn kahta hain?,neutral
"iye zameen government ki propoerty hain, aapke family ne lease pe li thi, magar paanch saal pehle wo lease khatam ho chuki hain. ",anger
ha lekin uske baad hum lease renew karwa di thi,neutral
"magar hamare paas kohi record nehi hain. haan, aapke pass lease renew ka record hain toh dikha dijiye",neutral
lease dhudne ke liye hume time lagega. hume thora bakt dijiye please,neutral
teesh din ka notice toh diya tha aapko. ,neutral
notice? hume kohi notice nehi mila. ,anger
"haan, hume kohi notice nehi mila. ",surprise
"kamaal hain, kaise nehi mila. iye dekhiye. registered post office ke receipt. ",neutral
received third march two thousand five. received by monisha sarabhai,contempt
"mere pair bakuda, main iye daard bardaash nehi kar sakti. me jaa rahi hu.",fear
"baa fikar mat karo, aap ko kuch nehi hoga",neutral
"nehi nehi bakuda, dekh dekh mujhe math dikhai de rahi hain",fear
baa app ko kuch nehi hone wala hain. dekhiye naw baaj rahe hain.,neutral
nehi mai maar jayungi,fear
kbc chalu hone wala hain,joy
toh main dash baaje mar jayungi,sadness
kal kbc ayega toh?,neutral
dekh dekh yamraj aa gaya,fear
"are nehi baa, wo rosheh hain",neutral
"daad, advocate uncle ne kaha hain ki lease renewal paper baa se sign karwa lijiye. ",neutral
"main ja rahi hun, mai jaa rahi hun",fear
"baa, pehle papers sign kor lo, fir jana",neutral
"haan haan, makan maya ke naam pe kar du haan, taki wo mujhe ihan se nikal de. hain nah?",fear
lekin aap toh waise hi ja rahi hain,neutral
"chup kar. dooriya, dapavar, chipawla. bakuda mere marne ke baad ise mere soksabha pe gaane mat dena",sadness
"on the contrary baa, main toh rosheh se hi gawayunga taki iska gaana sunka jo log nehi ro raahe na wo bhi roona suru kar dain, aur aap ki soksabha hit ho jaaye. ",joy
indravadan baas,anger
"tum rahne do na maya mere aur baa ki chalti hai, hai nehi baa? ",neutral
baa,neutral
kyan?,neutral
main main hun baa,neutral
sahil babra,joy
"ji baa, aap ko kuye ka paani chaiye tha so main paani le aya hun ",joy
kaha se?,neutral
"kuye se, obviously",contempt
gangajal le aa babla,sadness
abhi ish baakt banarash kaha jayega bechara?,neutral
keya?,neutral
baa aap ish lease renewal papers pe sign kijiye na,neutral
mere pair,sadness
aap ko sign haat se karni hain baa,contempt
"pair daaba, bare ghaar ke beti tera haath chala",anger
baa baa sign,neutral
ha laa. aaaaah kapre dekh ke dhoka maar rahi keya? bakuda maine tujhe kaha tha ki kohi sidhi sadhi chote ghaar ke larki ke saath saadi kar. iye nakchari mere seva keya karegi ,contempt
aap thik hain baa? ,neutral
hun. main sign kar dungi naa toh fir se hathore maregi paun pe. haha. de sign karti hun,joy
marne waali baat toh bhul gayi,joy
"le ho gayi sign. are maya beta, mere marne ke baad iye karak tu raakh lena haan. nehi toh sikayat karogi ki baa ne kuch diya hi nehi. are bakuda",joy
haa baa,neutral
main ila ko packet dena chati hun. ila ko bula. tere bapuji kaha hain?,neutral
baa baa bapuji ilaben ki ghaar hi gaye hain aur kahke gaye hain ki wahi se khana khake ayenge,neutral
beti ka ghaar ka paani pina bhi paap hain. ila ko bula. main use kuch de dungi paap utarne ke liye,sadness
theek se wajan karana,neutral
"abhi ayi. yeh, ye bhi rakho.",anger
"monisha, iss churidaar me nara nhi hai.",neutral
to kisee aur churidaar ka nara nikalke dalo na isme sahil.,neutral
ish churidar ka nara kaha gaya.,neutral
"radde ka wajan ho jane do, deti hun.",neutral
raddee ka wajan aur churidaar ke naare ka kya sambandh hai?,neutral
"akhabaar ke baad magazine ka bundle bechungi nah, toh tumhaara naada mainne",neutral
mera choodeedaar ka naara istemaal kiya woh bundle bandne ke liye?,surprise
haan to kuchh aur ghar mein tha nehi na sahil?,neutral
"wo magazine me se nara nikalo, come on.",anger
sahil 1 minute na kya,anger
"nada do na, come on fast",anger
"ok fine. toot gya. isiliye kehte hai humesha churidar me na, zip lagani chahiye",fear
"keya haan? tum chalo niklo yan se. ek minute, ye brown cover keya hain? kuch important to nhi hai?",surprise
"nahi, wo municipality ka koi faltu report hai.",neutral
correct. baa ne mujhse kaha tha ek bara envelop lane ko. uss bakt wo lease ke papers table pe pare hue the. ,neutral
"iye packet dete hue baa ne mujhe kaha tha ki ise samhal ke rakhna, bohot kimti hain. maine rakh diye toh rakh diye",joy
"ha ha, jelly bohot acchi thi. ",joy
aur du?,neutral
"jelly jelly, bohot acchi thi",joy
ha wo mujhe pata hain. main puch rahi thi ki aur du?,anger
"nehi nehi maya aur maat de, thaand hain na, gala kharap ho jayega.",neutral
are to accha hi hain na ilaben. kamse kam iske haa haa toh nehi sunne paregi,disgust
maya pura bowl le ayo jelly ka,anger
"chal chal indu. le iye khol khol. baa ko pata tha ki main sab cheez samhal ke rakhti hun. haha, isi liye papers mujhe de diye honge aur kankan maya ko diye honge. ",joy
kaha? wo toh usi raat chori ho geyi kbc dhekne ke baad. iyaad nehi? baa ne chor chor karke shoor bhi machaya tha,sadness
"haa haa, wo chor kab ghar me ghusa, kar kankan churake bhaga, kuch pata hi nehi chala. ",neutral
aap pata chala ki pata kyun nehi chala,surprise
iye toh baa ki kankan hain,joy
"haa haa maya, ise tu rakh le. tujhe pasand hain na. baa ke baat ka bura maat man na, haa. ",neutral
"nehi ilaben, aap rakhiye kankan. baa chati thi ki aap hi rakhe. ",contempt
"toh ilaben ek kaam karo na, app iye monisha ko de do, bechari kuch ho jayegi. ",neutral
theek hain main rakh leti hun. aap itna force kar rahi hi ki ilaben rakh leti hun main. ,neutral
are isme se to baa ke kankan nikle ila. toh lease ke papers kaha gaye?,surprise
bina padhe tum wo paper raddi me kaise daal diye?,anger
"wo thori mote mote se the, toh maine socha faltu honge",fear
indravadan ke naam pe important registered papers tum liye hi kyun?,anger
wo aap ush din ghar pe thi nehi toh keya karti?,sadness
"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",contempt
mammi ji ush din wo swarupra singh ki ghar gayi thi na,neutral
please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain. ,contempt
unka asli naam padmabhushan hain?,surprise
"aree, padmabhushan unhe khetab mila hain. classical singing ke liye. ",contempt
matlab wo ompoori ji ke dubbing nehi karti?,surprise
"ompoori ji ki dubbing? huh, kise kaha iye tumhe?",surprise
"ahh, wo dekhiye, app ke piche wo jo chup raha he na wo. daad, bahar aiye. ",neutral
"haa, tum uske awaz sune hain? kitne bhari hain. jar wo phone pain 'hello, maya hain' kahta hain toh aisa lagta hain ke kohi don baat kar raha hain. ",fear
what nonsense! tumne unhe gaana gaate hue suna hain kabhi?,anger
"of course, main toh bachane daura bhi tha. ",neutral
bachane?,surprise
"haan, wo ek din stage pe mike pakarke aaaaaa kar rahi thi, toh mujhe laga use shock laga, mike ke through. ",neutral
you are so funny indravadan. tum circus pe joker ka kaam kyun nehi karte? haan? ,disgust
"well said mom, kam se kam uha tambu toh milega rahne ke liye. kynke daad agar lease ke paper nehi mile na toh iye building toh geyi. yaad kijiye daad kaha rakhe hain aapne lease ke papers. ",anger
sahil maine ehi rakhe the yaar. ,anger
"aree magar iha se toh sirf tumhare kapre, iye one thousand and one dirty jokes ki kitaab aur chocolate chips cookies ka dabba mila hain. chaar saal purane cookies ka dabba kohi cupboard pe kaise rakh sakta hain indravadan?",disgust
"kyun, tum pachaas saal purane jewar cupboard pe nehi rakhti?",contempt
"aah, this man. sahil beta, sayed tumhare ghar ho, tumhare tijori me galati se rakh diya ho, haan. ",neutral
hamare tijori me se gur ka dibba mila hain mom,neutral
monishaaa,surprise
"wo kitchen main chuhe aate hain na, toh unse bachane ke liye maine gur ka dabba tijori me rakh diya. ",neutral
what a wanderful idea monisha. sayed tumne important documents pressure cooker main rakh diye ho hain na. ja kaarke dhundho unhe. ,anger
calm down moom. ush inamdaar ne ek hapta diya hain na.,neutral
"eureka, eureka. guys, look what i found",joy
mil gaye,joy
keya mil gaye papers lease ke?,joy
"nehi. lekin mom aur daad ke marriage anniversary par maine jo kabita likhi thi, wo kisi ne mattress ke niche chupa di thi. wo mil gaye, yippieeeeee",joy
"sahil, maine jalane ko kaha tha na?",anger
abhi sune deta hun,joy
"baad me. jar hum jhopri pe jayenge na rahne ko, unha sunana. kyunki uha pe na tv hoga, na radio hoga. toh isse behtar entertainment aur keya ho sakte hain. ",disgust
"ilabahen. iyaad hain, jis din baa ne iye lease ke papers sign kiye the, ush din ilaben iyi thi. ho sakta hain wo papers ilaben ko de diye ho. ",joy
"absolutely indu. phone karo, phone karo. ilaben ko.",joy
tab tak main kabita sune deta hun,neutral
main phone karke ata hun,fear
main cupboard me dhundta hun,fear
"maine papers dekchi pe rakh diye honge, mammi jii",fear
"atma ropon proypg ka madyam, the experiment of spirit plantation, iss proyog ke jariye hum baa ko niche bula sakte hain ",neutral
"baa upar terrece pe papad nehi sukha rahe hain. wo usse bhi bohot upar geye hain, she is dead. you understand na krish? ",contempt
are sahil koshish toh karne do,neutral
"mom, app of all people ish andhabiswas bhare batain pain biswas karegi aab?",surprise
