text,label
Oy.,joy
oooooooooooooohhhhhhhhhhh,surprise
What one? You wanted him to invite you to the party and he did it!,surprise
"Uh, well... Joey and I broke up.",sadness
"Oh, go on! You telling people about me?",surprise
"No, wait, oh, what are we sorry about?",surprise
This was just a drunken mistake and I need to get it annulled.,neutral
"Looks good, uh?",sadness
"Okay, good-good for you.",joy
Check out the ring.,joy
Not your name!,sadness
"Aw, dammit!",surprise
"It was so stupid, I said some stuff in an interview that I shouldn't have said.",anger
"I mean it's bad enough that I'm in love with my roommates girlfriendwhich by the way, I think she knows.",neutral
"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!",joy
Please!,anger
"Oh, well we watch it a second time and its",neutral
"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",neutral
"Hey-hey, now he's showing us his poking device.",surprise
"But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.",sadness
"Noo! Maybe! I, I don't know.",sadness
"So, whaddya think George is like?",neutral
"Mon, look at yourself. You have cookie on your neck.",disgust
There was no kangaroo!,anger
You just finished?,surprise
So where-where is it going?,neutral
What are these?,neutral
They're brother and sister!!!,surprise
"When you were talking about Roger, that was killing me!",sadness
"Okay, you guys, just relax.  I doooo.",neutral
"Yeah, umm that's Whitney , Kyle's ex-wife out there, now do you think that you can y'know divert her so that we can slip out?",neutral
What are you talking about?!,surprise
"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?",neutral
There is nothing wrong with Jake! Okay? He is all man! I'm thinking even more than you.,neutral
Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,neutral
"Wow, oh, it looks like Ross is breaking up with her.",surprise
"And sometimes, I'll want you to steal third, and I'll go like this.",neutral
Take my hand.,neutral
"Yeah, but I didn't get to see it.",sadness
"I mean, I mean I was gonna be homeless.",sadness
"Yeah, I gotta go.",fear
He's planning your birthday party.,neutral
There you go.,neutral
Ohh.,surprise
"Hey, y'know what, if you're gonna do that, if you're gonna name him Joey, you should name him Chandler.",neutral
"In that, um, they don't.",sadness
Ta-da.,joy
Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,anger
Yeah! Oh yes!,anger
"No, this is pretty much it.",neutral
I'm back baby! Ha-ha-ha!,joy
Whoooaa!,surprise
"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",surprise
Jill says vestibule... I'm going with vestibule.,neutral
"Oh, me too.",neutral
"Umm, I've been thinking, I'm just gonna come out and say it.",fear
Are you travelling with a child?,neutral
"I know Mona, just hear me out.",neutral
No-no-no-no!,fear
Am I psyched? The lead in my own TV series? I've dreamed about this for years! Why have I not been preparing?!,joy
"Well, they go into the chipper.",neutral
I can't believe this! This is like the worst night ever!,anger
"Yes', how about. C'mere. Gimme!",anger
He's our friend.,neutral
I do?,neutral
"Yeah, I think I have some around here somewhere. Why?",neutral
"Oh, and he's got such a good heart! Doesn't he have a good heart?",joy
You have to tell her!,joy
The judge wouldn't let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,anger
Really.,joy
"I knew it! I knew it, ahh.",joy
"Well kinda old, like 30.",neutral
"Y'know, I ended up having a really good time.",joy
"Oh, well I tell Issac everything.",neutral
What the hell?s a matter with you?,disgust
"Thanks for comin' back, umm, okay there have been a lot of people interested in the room, but I have narrowed it down and",neutral
"Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",neutral
I have a question about this scene.,neutral
A four and a nine.,neutral
"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",neutral
They love my candy? Oh man!!! I've gotta go make more!!,joy
Oh come on! Morning's here!  Morning's here! The morning is here! Sunshine is here!,joy
"Okay, I don't know what to do anymore.",sadness
ThatIt's not the same thing! This is,anger
15?  Your personal best! (Ross takes an,surprise
"Okay, I've got some Ones, you wanna put them in her panties?",neutral
"Well, that was ah...",neutral
I guess it all started when Rachel got this new job.,neutral
I'm so sorry!,sadness
"Hi, hi can I help you?",joy
Not right now.,neutral
"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is",neutral
"All right, that's it. I want both of you out.",anger
"Ho-oh, he's gonna get some!",joy
Awww! Mel Torme died.,sadness
"Oh, I, uh- I went to Aruba.",neutral
"Yeah, maybe.",neutral
"Where do you think,  Zelda?",neutral
"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",joy
Wait here. Breathe.,neutral
Who? Who do you know that are friends that just fool around?,surprise
I can't figure this out!,anger
"So, let's talk about women. I'm sure our female readers will be interested to know about your romantic life.",neutral
Ross.,neutral
Wow! This place is incredible!  Sting's penthat he gave to Phoebe.  Come on! Secret passageway!,joy
"Aww, I don't want to see that!",disgust
"I mean, why should I let them meet him?",neutral
"Yeah, the lovely Amanda gives me her number and I-I go and drop it.",anger
It says here that there's a place you can go to rent videos of all the museums!,surprise
"All right, I'm outta here!",anger
It's been a long walk from the flower shop and I was startin' to feel faint so,neutral
This one's from me.,neutral
"Well, I didn't realize until I got home.",neutral
Am I the only one who doesn't think that she's hot? Ross?,surprise
"Well, I've brought some books. We could read.",neutral
"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",neutral
"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?",neutral
Yes.  You're not asking are you?,surprise
"I can't believe her, y'know it's justit's so typical.",disgust
So you work at,neutral
"Ok, got the vent open.",neutral
What's this?,neutral
Well?,surprise
"I know! I'm sorry! The guy's drunk, they won't let me go until we get this.",sadness
"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",disgust
How did this happen?,neutral
"Oh, I know and he's soo sweet! Listen, he said he was going to call, so put him straight through.",joy
Would you look at her? She is so peaceful.,joy
"Maybe this would've happened if I'd been more nurturing, or I'd paid more attention, or I... had a uterus.",sadness
Well that's a full cup!,surprise
"Oh no-no-no-no, I meant Chandler.",anger
"Well, it's because I trust you, you're one of my best friends, and you walked in on me when I was looking at ring brochures.",anger
"I know. I know. I panicked, I panicked. I didn't want him to start yelling at me like I was some '74 Latour.",surprise
And we're not a couple of suckers!,anger
My agent would like to know why I didn't show up at the audition I didn't know I had today.,anger
"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral
"No, no, no, it's flattery.",joy
"Yeah, all of us! All day!",joy
That was a test!,fear
All right. So you're telling me that there is nothing going on between you and Chandler.,anger
It's like a volcano in here!,surprise
What?! You totally get embarrassed!,surprise
Listen Phoebe...,joy
Wow! Imagine what our kids would look like!,joy
"Yeah, yeah you have the ring?",neutral
"Ohh, so cute.",joy
Electrical plans for the building.,neutral
"Oh yes, well there's the coffee too.  Rachel can carry two things at once!",joy
"Umm, you make something up.",neutral
My wife's a lesbian.,sadness
"Oh, no, no. I just meant hypothetically.",neutral
"Umm, he said he thought I was funny.",neutral
Bamboozled?,surprise
No!,surprise
"Okay, don't freak out. I'll go.",neutral
"God, you have to tell me what happens tomorrow!",joy
Oh that's right. It's your first day! So are you psyched to fight fake crime with your robot sidekick?,joy
"Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.",neutral
"Oh, wow! I should get going. I-I got a date tonight.",joy
Ohhh!!,anger
"No, I can spot you from here.",neutral
"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",neutral
"Did you just say Hi, Jew?",surprise
Shoot! We're out of soda.,sadness
Great! How about you wanted to go the Italian place down on Bleaker Street right?,joy
It really was.,neutral
Oh God.,surprise
"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",neutral
"Eh, I mean, I mena she's not unattractive but hot? I ....",surprise
Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy
Great! Go get him.,joy
"Come on, give me one good reason why you don't wanna go.",neutral
"Ooh, absolutely!",joy
"Yeah, I know. It's ridiculous! I can't see you either.",neutral
"Yeah, we-we feel kinda responsible.",anger
"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",neutral
Oh my God! It's Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!,surprise
"Well, it's about time.",anger
Count in our heads as-as good,anger
Ross?,neutral
"So, will you talk to him?",neutral
"Aww, thank you.  Uh Rach?",neutral
Ow! Did you just bite me?,surprise
That would be great!,joy
Remember that guy from cooking school I told you about that put cilantro with everything?,neutral
Well then let's just quit! We'll just quit! Let's all quit!,joy
"Well, we are great guys.",neutral
Ah! Ahh!! Ahh!!,joy
"Look, you have not been out with a woman since Janice.",neutral
"Monica, you don't even have a bed, you sleep in a ball on the floor!",anger
"Ohh, get a room.",disgust
"Well, I brought the next best thing.",neutral
Sit!,anger
"Well, that' me.  Here, have this.  I'm only allowed one piece of carryon anyway.",neutral
"I hang out with you guys, and he stars in a drag show in Vegas.",disgust
": Yeah, you could dance real good with her, she's the same size as me.",neutral
Oh God you're right.,joy
"Phoebe, where's your purse?",fear
Y'know Marcel?,neutral
"No, I'm not gonna pick them up.",anger
Oh so-so not really never.,neutral
"Wow! She is pretty, huh?",surprise
"Well, at least you're not hearing it for the first time at your fifth grade Halloween party.",disgust
It’s-it’s so  inappropriate.,anger
"Oh believe me, I-I-I've been there. I had to sort mannequin heads at that Mannequins Plus.",neutral
"Now look, there's only one problem though.",joy
"Ohh!  Phoebe, this is all your fault! Now he loves her, he's gonna marry her, and this is all your fault.",anger
"Whoa-whoa, Treeger made you cry?",surprise
"It's from FranceIn EuropeWestern Europe. Y'know umm, a few years ago I actually was backpacking across Western Europe.",neutral
Oh that's a nickname we were trying out.,neutral
"Hello?  No she can't come to the phone right now.  Oh, right no problem. Okay, bye-bye.",neutral
People make mistakes!,neutral
And?,neutral
Yes that's right.,neutral
I realized it was stupid to get upset about not having a husband and kids.,joy
"I..., a jingle? No, no-no-no, no.",neutral
Not her.,neutral
I guess so.,neutral
"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.",neutral
"So, what are we gonna do today?",neutral
I think that would be best.,neutral
Kinda... spooky without any lights.,fear
"Everybody else got one, and you want one too. Don't you?",joy
But I saved it. I put my basket on top.,anger
And a nice hot cider for Monica.,neutral
"All right, that's it, we're going to the emergency room.",neutral
Nice car!,joy
"Okay, now that was Gerston, Santos, and who's the guy with the moustache?",neutral
Yeah! Youyou were wonderful.,joy
You are having a party tonight??,surprise
You just saved me!,joy
I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,neutral
There's our star!,joy
You can't put your cigarette out on a tree!,anger
I just...,neutral
He paints quite a picture doesn't he?,neutral
"I mean, this is unbelievable.",surprise
"Oh, yeah, well y'know Chandler printed it up on his computer.",neutral
"Okay.  But wait, we can't. My Cousin Cassie is in the guest room, we're supposed to have lunch.",neutral
"Hey, Rach, can I borrow your eyelash curler, I think I lost mine.",neutral
A two and a five.,neutral
That's not how that was supposed to come out.,sadness
"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",anger
Hey!  What happened to you? Why didn't you come up?,surprise
": Ahh, thanks but no. You see I-I think I'm ready to dance with girls.",neutral
Ben is way cuter than that kid.,joy
"Well, Sid and I are trying again and we had trouble last time    because apparently we...",sadness
You call that a fight?,surprise
Yes I do!,joy
"Yeah. All right, I'll talk to you later.",neutral
Ahh!,neutral
"Y'know, we don't have to imagine.",neutral
"Come on Joey, don't make me feel badly about this.",sadness
That you enjoyed the occasional drinking binge.,neutral
"Well, either that or uh",neutral
"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",sadness
"Comin' through. Move, move.",anger
"Me? Oh, no, I am not an actress.",disgust
"Okay, I can do this.",neutral
No. No. No. She lives on the,neutral
So I guess this is it.,sadness
That's weird.,surprise
Y'know it wouldn't kill ya to respect your wife's privacy!,joy
Hey-hey Pheebs!,joy
"Where?  Ooh, come to Momma.",joy
"No. No, not at all, that's-that's ridiculous.",sadness
"It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy.",anger
"And I was gonna go over and say hi!' but then I figured, he doesn't care if he looks like you.",joy
"You know, there's nothing wrong with speaking correctly.",neutral
"Go, go, go!",joy
"I need to talk to you, it's pretty urgent. It's about Monica and Chandler.",neutral
"Yeah, it couldn't hurt to look.",neutral
"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",anger
Hey Rach!,anger
Ross! Wait!,sadness
"Well, well to sum up, we're having fun, you look young.",neutral
"Rachel is one of my closest friends.  Although, being the only one who knows anything about this does makes me feel special. Okay!",neutral
And you're my big brother!,joy
Wait-wait where are you going? Where are you going?,fear
"Well, you're amazing.",joy
"Really?! Well, it's just like everyone else's apartment. It's got rooms, walls, and ceilings.",neutral
"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",neutral
And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want!,anger
"Ohh Oh, that's okay I hate when people come back to complement the chef.",neutral
Dude! How-how did you write this?,surprise
Hey he's wearing a sweater.,surprise
"Hey, uh-hey, why don't we get some shoes on ya, huh?",neutral
Do you have a plan?,neutral
"Okay, we have a lot of options here, a number of prototypes for you to try on.",neutral
"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",neutral
"No, I get to teach one of his advanced classes!  Why didn't I get head of the department?",joy
Green. To the green.,neutral
Well do you love him?,neutral
Woo-woo!,joy
You still love me?,anger
Like I have nothing better to do!,neutral
Then she'll have to come back here and live all alone.,sadness
You serious?,surprise
I look more like him than you do!,anger
You've been counting wrong.,neutral
"All right, so who do you got it narrowed down to?",neutral
Yuh-huh!,anger
"Ross, it took you ten years to finally admit you liked me.",neutral
"Oh no, no, no, wait, wait, Isabella.",joy
But how about tomorrow?,neutral
You are totally jealous.,joy
"Hi. Well, look, I was just gonna leave a message, isn't tonight your, your big anniversary dinner?",neutral
Women love guys who love babies.,neutral
"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.",sadness
Hi guys. I haven't seen you since this morning.,neutral
Hi Joey.,neutral
"Whoa-whoa, what is it?",surprise
Your a poet and don't know it.,neutral
"Yes we are. So, coffee?",neutral
"This is a garden view room, and we paid for an ocean view room.",anger
Huh?,neutral
"All right, bad ankle, got it!",neutral
"Sure, what do you got?",neutral
I can't just walk away! I've put in four hours!,anger
"Twenty-one hours, you're a hero.",neutral
"I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!",sadness
That's me! Come on!,joy
"What a beautiful story. Hey, I'm fine by the way.",joy
That's it.,neutral
Ohhh!!!!,surprise
Me too.,anger
"Yeah, it's the new building on Avenue A.",neutral
"Goin' out, huh? Wow! Wow!  So things didn't work out with Kathy, huh? Bummer.",surprise
"No, I mean it. There are so few genuinely nice guys out there.",anger
"No-no, I know that, but I just have to make enough money for the second part of my plan.",neutral
"I mean, II'm never gonna have a first kiss again.",sadness
No! I would never do that! You-you're like my brother!,sadness
"Ok, all right, so I'll take her to the MET.",neutral
"Of course, course one of 'em's Ma. What's the matter with you.",surprise
"No-no, he's, he's very docile.",neutral
"Hey Rach, have you seen Charlie anywhere?",neutral
What is going on?,surprise
I think It's the most beautiful table I've ever seen.,joy
"No, interestingly enough her leaf blower picked up.",neutral
"Well, so, play for the next 30 minutes and then write until he gets home.",neutral
"Come on, they're close.",neutral
"What? No, I want to watch this. . Did your cable go out?",joy
"Joey, what-what are you doing going into my bedroom?!",anger
Okay! You don't think I thought of that?,anger
"You guys'll scooch, won't you?",neutral
"Hmm, how about my azzz?",neutral
I cannot sleep in a public place.,neutral
You sound like a guy.,disgust
"Why, are you moving out?",surprise
"Well no, it was my fault so you should get the nice room.",neutral
"Thanks. Hey, listen, would you like to go to a movie sometime or something?",neutral
I'm here!,neutral
"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.",neutral
And-and the answer isis it's going somewherefun.,joy
"Doogie, shh!",anger
"Um, the doctor says it's gotta be a needle.",neutral
"Ok, That's it, Ben.",neutral
Great! Well umm,joy
So are you actually gonna see her again?,neutral
"Okay, Monica: Right foot red.",neutral
"But, okay.",neutral
It's over! You,joy
...What did I ask?,neutral
Crazy lady thinks her mother is in a cat.,sadness
"Anyway, we're really excited about our wedding plans, and well I guess pretty soon we'll be making a big withdrawal from the Monica wedding fund.",joy
Great job team!,joy
Didn't you sleep together?,neutral
All those things I said about not being ready,neutral
YES!!,joy
"Yes, as a matter of fact he did, so I can't let you go.",neutral
That's what I do now.,neutral
"All I have is, is oregano and a",neutral
Sells drugs to kids.,disgust
"The kid...?  Excuse me, uh, that's, that's my puck.",anger
It was horrible. They called me chicken boy.,sadness
"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",fear
"Yeah, no, I'll get one of the other girls to do it.",neutral
Oh my God! Oh my God! I'm so sorry!,fear
"Look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff!",sadness
Yes! Ben learned a little trick.,anger
"It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.",anger
"So umm, you're gonna stay with me as long as I need you?",neutral
It's Jake.,neutral
"Y'know what? No. It's not over until someone says, ""I do.""",anger
"Look, I just lost my other job.",sadness
"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",disgust
"Actually, that will be long. You know, I really need to organize    my thoughts.",neutral
Cool!!,joy
And stop using my name!,anger
What a sweet story.,neutral
Okay!,joy
"Oh, we're gonna flip for the baby?",surprise
We didn't have sex.,surprise
"We get off around midnight, why don't we pick you up then?",neutral
"Let me get this straight man, you attacked your ex-wife?!",anger
I spelled out boobies.,joy
That's it?!,anger
Oh God!,joy
I punched you...?,surprise
"I just want you to take me and kiss me and make love to me right here, right now.",joy
Yeah. Where were you?,neutral
I'm just kidding. I'm getting married July 25,joy
Chandler is a great name!,anger
Oh wow!,surprise
"Wait, wait, wait, wait, wait.",surprise
Does that smell bother you?,disgust
"And I thought I would bring them to you, y'know, in bed.",neutral
Oh he's like a...,disgust
"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?",neutral
"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",sadness
"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",neutral
The Armadillo was actually not so,neutral
Manhattan does not have enough stores.,sadness
It's the next day!,joy
I gotta go check something over here.,neutral
: Yeah.,neutral
Because I think I just heard her moving around in there.,fear
Ow! Ow! Ow!,anger
My friend's name is Joey.,neutral
"Ok, off the top of my head... Don and Janet.",neutral
I do-I do,joy
For him.,neutral
"No-no, it'll be fun! We can come back and we can haunt these guys!",joy
"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",joy
I think you're better than you think you are.,neutral
We're still on this side of the door.,neutral
"I mean for, for all you know I could be a fashion..... monger.",neutral
F-hah.... flennin....,fear
You actually broke her watch?,surprise
So you don't have the cameras?!,surprise
"So, this must be kinda neat for ya, huh?",neutral
"No, no, that-that, that's all right. Umm, I'm just glad you called.",joy
"Oh, it's crazy about Rachel huh?",surprise
I did it!,joy
"All right, look, you're not really gonna buy that are you? Don't you think you've embarrassed me enough for one day?",anger
Wh-why  would I when your name is Elaine?,joy
Yes that was mine.,fear
You. Like you haven't done enough.,anger
Thank youwe're so excited,joy
I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,sadness
Don't call us that!,anger
I know!,surprise
"That was a test. Good response. All right, full name.",neutral
And they knew about it?,surprise
"Uh sweetie, maybe you'd be more comfortable here?",neutral
"I know. I know. But, can we please try it again? Huh? I mean, you were",sadness
What?!,neutral
No we,neutral
I don't know!,fear
Ooooh! Freeze him out.,joy
"Oh well, okay, good luck.",joy
You agreed to take me in sickness and in health.,neutral
I'm Ross!,joy
Did you make your deposit?,neutral
"Yes, second in two years. Third overall.",neutral
So what?! That doesn't give you the right to ditch me!,anger
This will just be my batch.,neutral
I can put gel on it.,neutral
$500 that is a loooot of electricity!,joy
"Oh, it's just not the right time.",sadness
Is it? Feels like two.,sadness
"Yeah, I do think it's better this way.  Yeah, we're being smart.   Yes, I'm sure.",neutral
"Okay, we'll be right in.  So ah, did your boss try to slap you again today?",neutral
As were you.,neutral
I gotta go.,neutral
Why?,neutral
"Phoebe, hang on a second.  Here, take my car, go pick up your friends.",neutral
"I do Rach. I do, and I so happy for you.",joy
You're nose is bleeding!,surprise
"Oh, no thanks, I got it.  No I don't!",neutral
Feminist issue. That's where I went!,neutral
Just a touch.,neutral
How do you expect me to stay calm?!,anger
Oh my God! Oh my God!,surprise
Right after you left they wheeled her off into delivery.,neutral
"Uh, the sex.",neutral
You are beautiful.,joy
"Stunning entertainment center. Fine,  fine Italian craftsmanship.",neutral
"Hey come on now, this is a real date.",neutral
"Rachel, this is your apartment.",neutral
"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",sadness
Just take him to like a ball game or something.,neutral
"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?",joy
"Okay, but if I got to turn on the charm tomorrow I'm not wasting anymore of it over here with you guys.",neutral
And the-the calming sounds of the babbling brook....,neutral
Hey!,surprise
No-o-o!  No way!,disgust
Oh b-b-but it is!,anger
I guess I'm done.,neutral
"So, let's go.",neutral
"No, y'know what?",neutral
"Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out.",fear
Oh!,surprise
Would you like to see a semi-private room?,neutral
Ahh!,surprise
"But, we'll stay here with you.",neutral
"Well, I've been reading up and for your information, minks are not very nice.",anger
"Cassie, how you-how you doin' on thathot dog.",neutral
"Oh, maybe that's it.",neutral
"Otherwise, you're just mean!",anger
Yes you did! What was it?,surprise
"Oh wow! So, you're more than just dinosaurs.",surprise
"That's fine, just don't bring it in my mouth.",disgust
Phoebe!,surprise
Enough!,anger
"Oh God, this is so nerve wracking! How-how do you do this?",surprise
"That would be the basic I have a fishhook in my eyebrow and I like it'  Okay, let's say I've just gotten bad news, well all I do there is try and divide 232 by 13.",neutral
"Oh, Hi, JuHi, Jew!",neutral
"Honey, we have to go. Our reservations are at 8:00.",neutral
"Oh, that's okay, I can't wait to see everything again! All of the memories",joy
"Great, I'll see you then.",neutral
I think you would have to clean a whole lot of apartments to go all the way to India.,neutral
Ohh!,surprise
"Ciao, bela.",neutral
"Look, Rachel's told me how much easier you've made all this on her. Why can't you do that for me?",anger
"Y'know when we move in together, can I get a gumball machine?",neutral
"Oh, you go out with him.",neutral
"That was supposed to be a good thing, I forget why.",neutral
"You keep the old ones in the back, that is so ageist.",anger
Our eyes are closed and we're about to cross the street. Very good.,joy
"If it's not you, this is a horrible story.",sadness
"Including umm, evil bitch and uh, sick bastard.",disgust
That's right!,anger
Oh my God! I'm gonna have to find another minister.,sadness
"All right, sorry.",neutral
It's time for me to conquer the physical world.,neutral
"Okay, that hurt us.",joy
We need a porn break.,neutral
Yes! And he said really mean things that were only partly true.,sadness
Bwah-hah-hah!,joy
Then I'm gonna have to ask you to keep it down.,neutral
Hey! Ross!,joy
You'd better act surprised.,fear
"Oh yeah! Okay, let's play again.  What do you got?",neutral
"Y'know, they're not gonna get married anyway!",anger
"Janice's birthday is coming up, I want to get her something speacial. Come in here with me.",neutral
"Oh, between you telling him that I wanted to have a fling and me putting out on the first dateoh, he's so gonna get the wrong idea.",sadness
He's looking at me.,neutral
What? You just click when they click.,surprise
"Ross, you're like my best friend.",joy
I'm gonna call the landlord and tell him that Monica is illegally subletting here grandmother's apartment.,anger
"""Hi I'm Rachel, is my sweater too tight? No? Oh, I'd better wash it and shrink it!""",anger
"Oh, that's Ross's.",neutral
Yeah! Richard!,anger
Oh please!  Did you hear that? Little drops of heaven.,joy
Or Friday with no two pizzas!,sadness
"But um, I don't think it's anything serious.",neutral
"Yeah, toast, oatmeal... nothing that spatters.",neutral
"Okay,  I can't imagine, I can't imagine my life without you.",fear
"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",joy
Hmmm... this is so nice.,joy
"I'm Ted, and I just moved here a month ago, and New York really scares me.",anger
It was like months ago.,surprise
I can't believe I did this! What an idiot!,anger
Don't stop! Move the bowl further away! Ross could make that shot!,anger
"All good, thanks.  Do you maybe have a nickname have like a nickname that's easier to rhyme?",neutral
"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",neutral
I'm Joey.,neutral
"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.",sadness
Now he's gonna be the guy she goes too to complain about you.,neutral
"Well, let me ask you something, was Kip a better roommate than me?",sadness
"Joey, can I talk to you for a second?",neutral
"Oh, she does want to.",neutral
You kissed a guy?!! Oh my God.,surprise
You or me?,neutral
Careful of the angle.,neutral
I thought you didn't smoke.,surprise
"Hey, how, how did you do that?",surprise
"Sweety, now, she's a woman, not a gumball machine.",neutral
"Oooh-hoo, very attractive, forgiving.",surprise
I can blow dry it.,neutral
She loves you!,sadness
"And I'd like to believe that when the right woman comes along, you will have the courage and the guts to say ""No thanks, I'm married.""",neutral
Mmm.,neutral
"Umm, you-you and your sister seem to have umm, a very special bond, and",neutral
"Oh mom, I swear I'm not an idiot.",neutral
How's the maniac?,neutral
"Monica, I want to become  the Ultimate Fighting Champion.",neutral
And did you?!,sadness
"Well then we'd be in a lot of trouble, you don't know where any countries are.",neutral
I talk to you and nothin'.,anger
Open it! Open it! Open it!,joy
Great!,joy
Big Bird's friend.,neutral
"Hey uh, is it okay to come in?",neutral
Heads it is.,neutral
"I'm telling you Rachel, listen to Janice. They all say they're gonna be there until they start their real family.",neutral
But we should move quick.,fear
Stay calm?!!,anger
They're having their baby!,anger
I want that place so much!!,joy
"Well, hello, Mr. Rachel!",joy
"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",neutral
"And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?",anger
"Alright people, now everyone grab a partner.",neutral
"One, two, three, four!",neutral
I just don’t know! It just doesn’t feel right.,sadness
"Uh sorry, wrong number.",fear
"Good-bye and God speed, Hope Brady.",neutral
"Wait until uh, wait until the first time your baby grabs your finger.",joy
How much did ever really win before?,neutral
"Cause she's, she's alone now, and pregnant, and, and sad.",sadness
That would be great. Thank you.,neutral
He cannot play at our wedding!,anger
"And yet, we're still poking him.",disgust
I'm telling you it's like watching Bambi learn how to walk.,anger
Bloomingdale's,neutral
"Wow, you ah, you really like all this space stuff, huh?",surprise
It's worse than the thumb!,disgust
"Oh-ho, and mine!",joy
"Okay, I'm not getting this!",anger
No-no wait-wait! I can't just let you hang up! Just please talk to me.,fear
"So, you're like a zillionaire?",surprise
"Rachel, I made you a cocoa.",neutral
"But, it's gonna be okay, because as of tomorrow I'm conducting an experiment, and if all goes as planned, my butt will be smack free.",neutral
"Well, you know, no suds, no save.",neutral
I'm so glad you liked it.,joy
"What-what is it, what is it?",neutral
I do the same thing.,neutral
"I mean, we're scientists, right?",neutral
"Yeah, but, there were no suds.",neutral
"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral
"Come on, come on, we're-we're-we're lighting the candles!",joy
"He's totally ok with seeing you!"".",anger
"Chandler, easy, easy. Go to your happy place. La la la la la la la.",neutral
"When I had insurance I could get hit by a bus or catch on fire, y'know?",fear
I just don't know if the world is ready for you and your bag.,sadness
"Hi, honey.",neutral
"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",neutral
"Oh, hey, Gunther, check this out.",joy
"I said, ""No!""",anger
"Well, oh, Mark, I'm doing this for the wrong reasons, y'know?",sadness
"Well, not much has changed in the last five minutes.",neutral
"I'm fine. No, I'm not alone... I don't know, some guy.",neutral
"Aww Pheebs, that sucks!",sadness
So what are you gonna do?,neutral
